,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type
432,Violet Evergarden,2018,16+,8.4,,1,0,0,0,1
433,Clannad,2007,7+,7.9,,1,1,0,0,1
434,Gypsy,2017,18+,6.9,38%,1,0,0,0,1
435,Virgin River,2019,16+,7.5,,1,0,0,0,1
436,Gilmore Girls: A Year in the Life,2016,16+,7.7,,1,0,0,0,1
437,The Innocent Man,2018,18+,7.4,73%,1,0,0,0,1
438,Tuca & Bertie,2019,16+,7.4,100%,1,0,0,0,1
439,#blackAF,2020,18+,6.6,,1,0,0,0,1
440,Lovesick,2014,18+,8.1,36%,1,0,0,0,1
441,Mr. Iglesias,2019,16+,7.1,88%,1,0,0,0,1
442,Hot Girls Wanted: Turned On,2017,18+,6.7,100%,1,0,0,0,1
443,Borgia,2011,18+,7.8,,1,0,0,0,1
444,Trollhunters: Tales of Arcadia,2016,7+,8.4,,1,0,0,0,1
445,La Reina del Sur,2011,18+,8.1,,1,0,0,0,1
446,We Bare Bears,2015,7+,7.9,,1,1,0,0,1
447,Liv and Maddie,2013,all,6.3,,1,0,0,0,1
448,In the Dark,2019,16+,7.3,,1,0,0,0,1
449,The Gift,2019,,7.6,,1,0,0,0,1
450,The Time in Between,2013,7+,8.4,,1,0,0,0,1
451,Cleverman,2016,16+,6.4,86%,1,0,0,0,1
452,"Pablo Escobar, The Drug Lord",2012,18+,8.5,,1,0,0,0,1
453,The Pharmacist,2020,,7.8,,1,0,0,0,1
454,Wet Hot American Summer: First Day of Camp,2015,16+,7.4,,1,0,0,0,1
455,Vampire Knight,2008,16+,7.5,,1,1,0,0,1
456,The Untamed,2019,7+,8.9,,1,0,0,0,1
457,How to Sell Drugs Online (Fast),2019,,7.9,,1,0,0,0,1
458,Taken,2017,16+,6.6,32%,1,1,0,0,1
459,Transformers: Prime,2010,7+,7.8,,1,0,0,0,1
460,Forensic Files,1996,16+,8.8,,1,1,1,0,1
461,Paradise PD,2018,18+,7,40%,1,0,0,0,1
462,The House of Flowers,2018,18+,7.7,,1,0,0,0,1
463,Quicksand,2019,18+,7.5,,1,0,0,0,1
464,Magnificent Century,2011,,6.6,,1,0,0,0,1
465,The Messengers,2015,16+,6.5,47%,1,0,0,0,1
466,Magi,2012,16+,7.9,,1,1,0,0,1
467,Car Masters: Rust to Riches,2018,,8.9,,1,0,0,0,1
468,Patriot Act with Hasan Minhaj,2018,18+,8.2,,1,0,0,0,1
469,Damnation,2017,18+,7.7,64%,1,0,0,0,1
470,Jericho,2006,16+,7.2,54%,1,0,0,0,1
471,American Odyssey,2015,16+,7.3,54%,1,0,0,0,1
472,Lab Rats,2012,7+,6.6,,1,0,0,1,1
473,Little Things,2016,18+,8.3,,1,0,0,0,1
474,From Dusk Till Dawn: The Series,2014,18+,6.9,,1,0,0,0,1
475,Grand Designs,1999,7+,8.5,,1,0,0,0,1
476,Explained,2018,16+,8,,1,0,0,0,1
477,Rhythm + Flow,2019,18+,7.6,92%,1,0,0,0,1
478,Carole & Tuesday,2019,7+,7.9,100%,1,0,0,0,1
479,Teresa,2010,7+,7.7,,1,0,0,0,1
480,The Innocents,2018,,6.3,81%,1,0,0,0,1
481,Tabula Rasa,2017,18+,8.1,,1,0,0,0,1
482,Seis Manos,2019,18+,7.3,100%,1,0,0,0,1
483,The King: Eternal Monarch,2020,,8.5,,1,0,0,0,1
484,Cable Girls,2017,16+,7.7,,1,0,0,0,1
485,Lady Dynamite,2016,16+,7.4,97%,1,0,0,0,1
486,Sunderland 'Til I Die,2018,18+,8.2,,1,0,0,0,1
487,Oliver Stone's Untold History of the United States,2012,all,8.6,,1,0,0,0,1
488,Toy Boy,2019,18+,6.5,,1,0,0,0,1
489,Humsafar,2011,all,9,,1,0,0,0,1
490,Crashing,2016,,7.7,,1,0,0,0,1
491,Norsemen,2016,18+,7.8,,1,0,0,0,1
492,AJ and the Queen,2020,,7.6,50%,1,0,0,0,1
493,El marginal,2016,18+,8.2,,1,0,0,0,1
494,Giri/Haji,2019,,7.9,100%,1,0,0,0,1
495,Van Helsing,2016,16+,6.2,,1,0,0,0,1
496,Hinterland,2013,,7.6,,1,0,0,0,1
497,Crossing Lines,2013,16+,7.3,,1,0,0,0,1
498,The Eddy,2020,18+,7,68%,1,0,0,0,1
499,A.D. The Bible Continues,2015,16+,7.4,58%,1,0,0,0,1
500,The Letter for the King,2020,7+,5.9,58%,1,0,0,0,1
501,The Boat,2011,all,7.3,,1,0,0,0,1
502,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,16+,7.4,,1,1,0,0,1
503,The Story of God with Morgan Freeman,2016,16+,7.9,,1,0,0,0,1
504,Greenhouse Academy,2017,7+,7,,1,0,0,0,1
505,Diagnosis,2019,18+,7.8,100%,1,0,0,0,1
506,W/ Bob & David,2015,18+,7.4,89%,1,0,0,0,1
507,Queen Sono,2020,18+,5.8,100%,1,0,0,0,1
508,Rotten,2018,18+,7.1,86%,1,0,0,0,1
509,Requiem,2018,18+,6.5,75%,1,0,0,0,1
510,Aggretsuko,2018,16+,8,,1,0,0,0,1
511,The Code,2011,,7.4,100%,1,0,0,0,1
512,October Faction,2020,18+,6.1,33%,1,0,0,0,1
513,Rubí,2004,7+,8.1,,1,0,0,0,1
514,Arthdal Chronicles,2019,,8.3,,1,0,0,0,1
515,The New Legends of Monkey,2018,7+,6.5,100%,1,0,0,0,1
516,America's Funniest Home Videos,1989,7+,6.2,,1,1,0,1,1
517,The Five,2016,,7.7,,1,0,0,0,1
518,Something in the Rain,2018,7+,8.1,,1,0,0,0,1
519,Adam Ruins Everything,2015,16+,8,,1,0,0,0,1
520,The Heirs,2013,16+,7.5,,1,0,0,0,1
521,Durarara!!,2010,16+,7.9,,1,1,0,0,1
522,Beastars,2019,16+,8,,1,0,0,0,1
523,Puella Magi Madoka Magica,2011,16+,8.3,,1,1,0,0,1
524,Vagabond,2019,,8.3,,1,0,0,0,1
525,Maid Sama!,2010,16+,8,,1,1,0,0,1
526,Robotech,1985,7+,8.5,,1,0,1,0,1
527,"The Mind, Explained",2019,16+,8.1,,1,0,0,0,1
528,Boys Over Flowers,2009,16+,8,,1,1,0,0,1
529,V Wars,2019,18+,6.1,,1,0,0,0,1
530,Occupied,2015,16+,7.7,,1,0,0,0,1
531,The Devil Is a Part-Timer!,2013,16+,7.7,,1,0,0,0,1
532,The Letdown,2017,,7.5,91%,1,0,0,0,1
533,Mischievous Kiss: Love in Tokyo,2013,,7.8,,1,0,0,0,1
534,Power Rangers,1993,7+,6.4,73%,1,0,1,0,1
535,Fate/stay night [Unlimited Blade Works],2014,18+,8,,1,1,0,0,1
536,Bobby Kennedy for President,2018,16+,8.2,95%,1,0,0,0,1
537,The Mist,2017,18+,5.4,62%,1,0,0,0,1
538,Hip Hop Evolution,2016,16+,8.4,,1,0,0,0,1
539,Justice League Unlimited,2004,,8.7,,1,0,0,0,1
540,Undercover,2019,18+,7.9,,1,0,0,0,1
541,Slugterra,2012,7+,6.3,,1,0,0,0,1
542,The Final Table,2018,all,7.7,50%,1,0,0,0,1
543,Velvet,2014,16+,8.1,,1,0,0,0,1
544,Criminal: UK,2019,18+,7.4,,1,0,0,0,1
545,Salt Fat Acid Heat,2018,,7.7,100%,1,0,0,0,1
546,Suburra: Blood on Rome,2017,16+,8,,1,0,0,0,1
547,Signal,2016,,8.8,,1,0,0,0,1
548,The Rise of Phoenixes,2018,7+,8.6,,1,0,0,0,1
549,The Family,2019,16+,6.4,80%,1,0,0,0,1
550,Red vs. Blue,2003,,8.3,,1,0,0,0,1
551,Huntik: Secrets & Seekers,2009,7+,8.3,,1,0,0,0,1
552,Cells at Work!,2018,16+,7.6,,1,0,0,0,1
553,Flaked,2016,18+,7.2,35%,1,0,0,0,1
554,The Irregular at Magic High School,2014,16+,7.2,,1,0,0,0,1
555,Too Hot to Handle,2020,,4.5,38%,1,0,0,0,1
556,The Disastrous Life of Saiki K.,2016,16+,8.3,,1,0,0,0,1
557,Wanted,2016,16+,7.7,,1,0,0,0,1
558,Dad's Army,1968,7+,8.1,,1,0,0,0,1
559,Bad Education,2012,16+,7.4,,1,0,0,0,1
560,Angel Beats!,2010,16+,7.7,,1,0,0,0,1
561,Dogs,2018,all,8.1,92%,1,0,0,0,1
562,Fate/stay night,2006,18+,7.4,,1,1,0,0,1
563,Brain Games,2011,7+,8.3,,1,0,0,1,1
564,Knights of Sidonia,2014,18+,7.8,,1,0,0,0,1
565,Girlboss,2017,18+,7,36%,1,0,0,0,1
566,The Trial,2019,,7,75%,1,0,0,0,1
567,Call My Agent,2015,7+,8.3,,1,0,0,0,1
568,"What's New, Scooby-Doo?",2002,7+,7.2,,1,0,0,0,1
569,Teasing Master Takagi-san,2018,7+,7.5,,1,0,0,0,1
570,Yu-Gi-Oh!,1998,,7.9,,1,1,1,0,1
571,Blue Exorcist,2011,16+,7.5,,1,1,0,0,1
572,Black Money Love,2014,,7.2,,1,0,0,0,1
573,WHAT / IF,2019,18+,6.3,,1,0,0,0,1
574,The Assets,2014,16+,7.5,56%,1,0,0,0,1
575,Baki,2018,18+,6.7,,1,0,0,0,1
576,Nightflyers,2018,16+,5.9,35%,1,0,0,0,1
577,Stranger,2017,,8.6,,1,0,0,0,1
578,How to Fix a Drug Scandal,2020,18+,6.9,86%,1,0,0,0,1
579,Scissor Seven,2018,7+,8,,1,0,0,0,1
580,The Circle France,2020,,7.4,,1,0,0,0,1
581,Memories of the Alhambra,2018,16+,7.8,,1,0,0,0,1
582,Republic of Doyle,2010,16+,7.2,,1,0,1,0,1
583,Sick Note,2017,18+,6.8,50%,1,0,0,0,1
584,The Last O.G.,2018,7+,6.9,,1,0,0,0,1
585,Night on Earth,2020,7+,8.2,,1,0,0,0,1
586,Börü,2018,18+,8.2,,1,0,0,0,1
587,Typewriter,2019,18+,6.5,60%,1,0,0,0,1
588,Inspector Gadget,1983,7+,6.8,,1,0,0,0,1
589,Sofia the First,2013,all,6.9,,1,0,0,0,1
590,Hap and Leonard,2016,16+,7.6,,1,0,0,0,1
591,Jessie,2011,all,5.9,,1,0,0,1,1
592,I Think You Should Leave with Tim Robinson,2019,18+,7.4,93%,1,0,0,0,1
593,Kipo and the Age of Wonderbeasts,2020,,8.3,,1,0,0,0,1
594,K-ON!,2009,16+,7.6,,1,1,0,0,1
595,Thieves of the Wood,2020,18+,6.7,,1,0,0,0,1
596,Slasher,2016,18+,6.7,,1,0,0,0,1
597,Freud,2020,18+,6.6,50%,1,0,0,0,1
598,Between,2015,16+,6,22%,1,0,0,0,1
599,Norm Macdonald Has a Show,2018,,8.7,40%,1,0,0,0,1
600,Rita,2012,16+,8.1,,1,0,0,0,1
601,She's Gotta Have It,2017,18+,6.7,77%,1,0,0,0,1
602,The Nineties,2017,7+,8.2,,1,0,0,0,1
603,Casanova,2005,16+,7.9,,1,0,0,0,1
604,The Good Cop,2018,16+,7,50%,1,0,0,0,1
605,Bondi Rescue,2006,7+,7.6,,1,0,0,0,1
606,Black Earth Rising,2018,16+,7.4,79%,1,0,0,0,1
607,Tidelands,2018,18+,7,,1,0,0,0,1
608,Nobel,2016,18+,8.1,,1,0,0,0,1
609,Well-Intended Love,2019,,7.5,,1,0,0,0,1
610,"Drugs, Inc.",2010,16+,7.8,,1,1,0,0,1
611,Midnight Diner: Tokyo Stories,2016,16+,8.4,,1,0,0,0,1
612,Zindagi Gulzar Hai,2012,,9,,1,0,0,0,1
613,People Just Do Nothing,2014,18+,8.5,,1,0,0,0,1
614,"Love, Chunibyo & Other Delusions",2012,16+,7.4,,1,1,0,0,1
615,Man Like Mobeen,2017,,7.9,,1,0,0,0,1
616,Turn Up Charlie,2019,,7.1,42%,1,0,0,0,1
617,Tidying Up with Marie Kondo,2019,7+,6.6,79%,1,0,0,0,1
618,Home for Christmas,2019,18+,7.6,,1,0,0,0,1
619,Wild District,2018,18+,8.4,,1,0,0,0,1
620,Toast of London,2013,16+,8.2,,1,0,0,0,1
621,The Standups,2017,,6.7,100%,1,0,0,0,1
622,World War II In HD Colour,2009,7+,8.7,,1,0,0,0,1
623,Roman Empire,2016,16+,6.9,,1,0,0,0,1
624,Pandemic: How to Prevent an Outbreak,2020,16+,6.3,,1,0,0,0,1
625,The Windsors,2016,18+,7,90%,1,0,0,0,1
626,A Korean Odyssey,2017,,8.1,,1,0,0,0,1
627,Charité at War,2017,7+,7.7,,1,0,0,0,1
628,The Bernie Mac Show,2001,7+,6.9,,1,0,0,0,1
629,Charmed,2018,16+,4.5,,1,0,0,0,1
630,Another Life,2019,18+,4.9,6%,1,0,0,0,1
631,Cooked With Cannabis,2020,18+,6.9,80%,1,0,0,0,1
632,The Victims' Game,2020,18+,7.4,,1,0,0,0,1
633,The Joel McHale Show with Joel McHale,2018,18+,7.3,83%,1,0,0,0,1
634,Who Killed Little Gregory?,2019,,7.4,,1,0,0,0,1
635,Round Planet,2016,,7.7,,1,0,0,0,1
636,La familia P. Luche,2002,7+,7.7,,1,0,0,0,1
637,Medical Police,2020,,5.8,86%,1,0,0,0,1
638,The Cleveland Show,2009,16+,5.5,,1,1,0,0,1
639,Monthly Girls' Nozaki-kun,2014,7+,7.7,,1,1,0,0,1
640,Eternal Love,2017,7+,8.3,,1,0,0,0,1
641,The Moaning of Life,2013,16+,8.1,,1,0,0,0,1
642,B: The Beginning,2018,18+,7.2,50%,1,0,0,0,1
643,The Mysteries of Laura,2014,16+,6.8,24%,1,0,0,0,1
644,Selection Day,2018,16+,7.3,33%,1,0,0,0,1
645,Wanderlust,2018,16+,7,73%,1,0,0,0,1
646,The Code,2014,,7.4,,1,1,0,0,1
647,Erased,2017,16+,7.9,,1,0,0,0,1
648,Magic for Humans,2018,16+,7.1,,1,0,0,0,1
649,The Method,2015,18+,7.4,,1,0,0,0,1
650,Zone Blanche,2017,,7.5,,1,0,0,0,1
651,Alexa & Katie,2018,all,7.3,,1,0,0,0,1
652,Good Morning Call,2016,all,7.8,,1,0,0,0,1
653,The Boss Baby: Back in Business,2018,7+,6.4,,1,0,0,0,1
654,Shaka Zulu,1986,,7.7,,1,0,0,0,1
655,Winx Club,2004,7+,5.9,,1,0,0,0,1
656,Sin Senos Sí Hay Paraíso,2016,16+,6.7,,1,0,0,0,1
657,Dogs of Berlin,2018,16+,7.5,,1,0,0,0,1
658,K-Project,2012,18+,7.2,,1,0,0,0,1
659,El Chapulín,1972,all,8.5,,1,0,0,0,1
660,The Same Sky,2017,7+,7.5,,1,0,0,0,1
661,Secret Love Affair,2014,,7.8,,1,0,0,0,1
662,The Break,2016,,7.7,,1,0,0,0,1
663,The Big Show Show,2020,all,6.4,,1,0,0,0,1
664,Fast & Furious Spy Racers,2019,7+,5.2,80%,1,0,0,0,1
665,Deadwind,2018,18+,7.2,,1,0,0,0,1
666,HAPPYish,2015,18+,7.3,30%,1,0,0,0,1
667,Chambers,2019,18+,6.5,41%,1,0,0,0,1
668,White Lines,2020,18+,6.2,58%,1,0,0,0,1
669,Dolly Parton's Heartstrings,2019,,7.6,63%,1,0,0,0,1
670,Intelligence,2006,,8.2,,1,0,1,0,1
671,"Coronavirus, Explained",2020,,7.8,,1,0,0,0,1
672,The Velvet Collection,2017,16+,7.2,,1,0,0,0,1
673,Offspring,2010,16+,8.2,,1,1,0,0,1
674,Terrace House: Tokyo 2019-2020,2019,,7.8,,1,0,0,0,1
675,Total Drama Island,2007,7+,7.1,,1,0,0,0,1
676,Rebellion,2016,16+,7.1,40%,1,0,0,0,1
677,High Seas,2019,16+,6.8,,1,0,0,0,1
678,Goosebumps,1995,all,7.7,,1,0,0,0,1
679,Ashes of Love,2018,7+,8.5,,1,0,0,0,1
680,Somebody Feed Phil,2018,,8.1,,1,0,0,0,1
681,Deep Water,2016,,6.9,,1,0,1,0,1
682,Chelsea Does,2016,18+,7.2,79%,1,0,0,0,1
683,Life Sentence,2018,16+,6.5,37%,1,0,0,0,1
684,You vs. Wild,2019,,7,75%,1,0,0,0,1
685,Billy on the Street,2011,16+,7.7,,1,1,0,0,1
686,Cold Case Files,1999,18+,8,,1,1,0,0,1
687,Disjointed,2017,18+,6.7,19%,1,0,0,0,1
688,Perfume,2018,18+,7.1,,1,0,0,0,1
689,Hitler's Circle of Evil,2017,,8,,1,0,0,0,1
690,Kantaro: The Sweet Tooth Salaryman,2017,7+,7.6,100%,1,0,0,0,1
691,Terrace House: Boys & Girls in the City,2015,7+,8.2,,1,0,0,0,1
692,Girl From Nowhere,2018,,7.6,,1,0,0,0,1
693,Aldnoah.Zero,2014,all,7.2,,1,0,0,0,1
694,Greenleaf,2016,7+,7.3,,1,0,0,0,1
695,Dating Around,2019,16+,6.4,92%,1,0,0,0,1
696,(The Hook Up Plan),2018,16+,7.4,,1,0,0,0,1
697,Tales of the City,2019,16+,7.4,,1,0,0,0,1
698,Mako: Island of Secrets,2013,all,6.9,,1,0,0,0,1
699,WWII in HD,2009,18+,8.7,,1,0,0,0,1
700,Sonic x,2003,16+,6.1,,1,1,1,0,1
701,Ultraman,2019,16+,6.9,,1,0,0,0,1
702,Rust Valley Restorers,2018,,7.6,,1,0,0,0,1
703,Girls und Panzer,2012,16+,7.5,,1,1,0,0,1
704,Someone Like You,2015,,8,,1,0,0,0,1
705,Silver Spoon,2014,16+,7.8,,1,0,0,0,1
706,Traitors,2019,18+,6.6,67%,1,0,0,0,1
707,The World's Most Extraordinary Homes,2017,,7.5,,1,0,0,0,1
708,The Movies That Made Us,2019,18+,7.8,,1,0,0,0,1
709,She,2020,,6.5,,1,0,0,0,1
710,Alias J.J.,2017,18+,7.9,,1,0,0,0,1
711,Unauthorized Living,2018,18+,7.5,,1,0,0,0,1
712,Daniel Sloss: Live Shows,2018,18+,8.6,,1,0,0,0,1
713,Trial by Media,2020,,7.2,,1,0,0,0,1
714,The Lava Field,2014,7+,6.8,,1,0,0,0,1
715,One of Us,2016,18+,7,,1,0,0,0,1
716,Bella and the Bulldogs,2015,all,5.2,,1,0,0,0,1
717,Romance is a Bonus Book,2019,,8.1,,1,0,0,0,1
718,Wakfu,2008,7+,8.2,,1,0,0,0,1
719,Bloodride,2020,18+,6.3,,1,0,0,0,1
720,The Magic School Bus,1994,all,7.9,,1,0,0,0,1
721,The Mantis,2017,,7.5,,1,0,0,0,1
722,Next in Fashion,2020,16+,7.4,,1,0,0,0,1
723,The Last Czars,2019,,7.3,67%,1,0,0,0,1
724,My First First Love,2019,7+,7.6,,1,0,0,0,1
725,Sex Explained,2020,18+,6.9,,1,0,0,0,1
726,Put Your Head on My Shoulder,2019,7+,7.9,,1,0,0,0,1
727,Win the Wilderness: Alaska,2020,,7.1,,1,0,0,0,1
728,Murder Mountain,2018,16+,6.9,,1,0,0,0,1
729,Hoarders,2009,7+,6.4,,1,1,0,0,1
730,Luna Nera,2020,18+,5.5,,1,0,0,0,1
731,Nobody's Looking,2019,18+,7.9,,1,0,0,0,1
732,Highway Thru Hell,2012,7+,8.1,,1,0,0,0,1
733,"The Long, Long Holiday",2015,7+,8.9,,1,0,0,0,1
734,Ben 10,2016,7+,2.5,,1,0,0,0,1
735,Man to Man,2017,,7.4,90%,1,0,0,0,1
736,Sym-Bionic Titan,2010,7+,8.1,,1,0,0,0,1
737,Trigger Warning with Killer Mike,2019,16+,6.8,86%,1,0,0,0,1
738,The Worst Witch,2017,7+,7.3,,1,0,0,0,1
739,Pee-wee's Playhouse,1986,7+,8,,1,0,0,0,1
740,La Doña,2016,16+,7.5,,1,0,0,0,1
741,Mobile Suit Gundam: Iron-Blooded Orphans,2015,18+,7.9,,1,0,0,0,1
742,Final Fantasy XIV: Dad of Light,2017,7+,7.2,100%,1,0,0,0,1
743,Champions,2018,7+,6,63%,1,1,0,0,1
744,EastSiders,2012,18+,6.8,,1,0,0,0,1
745,Black,2017,16+,8,,1,0,0,0,1
746,Busted!,2018,16+,7.5,,1,0,0,0,1
747,The Mire,2018,,7,,1,0,0,0,1
748,Vampires,2020,18+,5.4,,1,0,0,0,1
749,Yunus Emre: Aşkın Yolculuğu,2015,,7.8,,1,0,0,0,1
750,My Babysitter's a Vampire,2011,7+,7,,1,0,0,0,1
751,The Repair Shop,2017,,8.6,,1,0,0,0,1
752,Queer Eye: We're in Japan!,2019,16+,8.3,,1,0,0,0,1
753,Vexed,2010,,7.4,,1,0,0,0,1
754,Ch:os:en,2013,,7.4,,1,0,0,0,1
755,Super Why!,2007,all,6.1,,1,0,0,0,1
756,Dope,2017,16+,7.3,,1,0,0,0,1
757,American Masters,1986,7+,8,,1,0,0,0,1
758,Highway to Heaven,1984,7+,6.7,,1,0,1,0,1
759,Kurt Seyit and Şura,2014,,7.1,,1,0,0,0,1
760,The Sixties,2014,7+,8.5,,1,0,0,0,1
761,High Score Girl,2018,7+,8,,1,0,0,0,1
762,Louis Theroux's Weird Weekends,1998,16+,8.5,,1,0,0,0,1
763,When Heroes Fly,2018,7+,7.3,,1,0,0,0,1
764,Paranoid,2016,,6.7,,1,0,0,0,1
765,Haters Back Off,2016,7+,6,50%,1,0,0,0,1
766,Class of '92: Out of Their League,2015,,8.2,,1,0,0,0,1
767,Always a Witch,2019,16+,6.3,,1,0,0,0,1
768,BUNK'D,2015,all,5.4,,1,0,0,0,1
769,A Very Secret Service,2015,7+,7.8,,1,0,0,0,1
770,Samurai Gourmet,2017,,8.3,,1,0,0,0,1
771,Hospital Playlist,2020,,8.3,,1,0,0,0,1
772,Go! Live Your Way,2019,,7,,1,0,0,0,1
773,The End,2012,,7.4,,1,0,0,0,1
774,March Comes in Like a Lion,2016,7+,8.4,,1,0,0,0,1
775,The Bonfire of Destiny,2019,16+,7.7,,1,0,0,0,1
776,No Good Nick,2019,7+,5.8,60%,1,0,0,0,1
777,Love and Punishment,2010,,5.8,,1,0,0,0,1
778,Man Down,2013,,7.6,,1,0,0,0,1
779,The Mind of a Chef,2012,7+,8,,1,0,0,0,1
780,Cinderella and Four Knights,2016,,7.2,,1,0,0,0,1
781,My Country: The New Age,2019,,8.3,,1,0,0,0,1
782,The Chase,2013,all,7.4,,1,0,0,0,1
783,Cooked,2016,7+,8.1,,1,0,0,0,1
784,Wet Hot American Summer: 10 Years Later,2017,18+,6.9,,1,0,0,0,1
785,Ghost in the Shell: SAC_2045,2020,,6.3,,1,0,0,0,1
786,Nicky Jam: El Ganador,2018,,7.8,,1,0,0,0,1
787,Prison Playbook,2017,,8.3,,1,0,0,0,1
788,Sword Art Online Alternative: Gun Gale Online,2018,16+,6.8,,1,1,0,0,1
789,Family Reunion,2019,7+,6.3,67%,1,0,0,0,1
790,Reply 1994,2013,,7.9,,1,0,0,0,1
791,Land Girls,2009,16+,7,,1,0,0,0,1
792,Degrassi: Next Class,2016,7+,6.9,,1,0,0,0,1
793,Shadow of Truth,2016,16+,8.1,,1,0,0,0,1
794,Kiss Me First,2018,18+,6.3,50%,1,0,0,0,1
795,Buddha,2016,,8.4,,1,0,0,0,1
796,Hellevator,2015,18+,6,,1,1,0,0,1
797,Northern Rescue,2019,16+,7.1,,1,0,0,0,1
798,God Eater,2015,16+,7,,1,0,0,0,1
799,BIG DREAMS Small Spaces,2014,,8.1,,1,0,0,0,1
800,QB1: Beyond the Lights,2017,16+,7.8,,1,0,0,0,1
801,Cuckoo,2012,16+,7.3,,1,0,0,0,1
802,Accidentally In Love,2018,7+,7.6,,1,0,0,0,1
803,Jack Whitehall: Travels with My Father,2017,18+,7.7,,1,0,0,0,1
804,Taxi Brooklyn,2014,,6.2,38%,1,0,0,0,1
805,Luis Miguel: The Series,2018,18+,8.1,,1,0,0,0,1
806,I Am a Killer,2018,18+,7.5,,1,0,0,0,1
807,Tunnel,2017,16+,8.3,,1,0,0,0,1
808,100 Humans. Life's Questions. Answered.,2020,,5.6,,1,0,0,0,1
809,Jamtara - Sabka Number Ayega,2020,,7.4,,1,0,0,0,1
810,Tales by Light,2015,,8.3,,1,0,0,0,1
811,Day And Night,2017,,8.4,,1,0,0,0,1
812,Pine Gap,2018,18+,7.2,,1,0,0,0,1
813,Escape to the Country,2002,all,7.1,,1,0,0,0,1
814,The Forest,2017,,7.3,,1,0,0,0,1
815,Gargantia on the Verdurous Planet,2013,16+,7.4,,1,0,0,0,1
816,Avlu,2018,18+,7.3,,1,0,0,0,1
817,The Honeymoon Stand Up Special,2018,16+,6.8,100%,1,0,0,0,1
818,Case,2015,16+,7.2,,1,0,0,0,1
819,Valeria,2020,,6.2,,1,0,0,0,1
820,Bonus Family,2017,7+,7.7,,1,0,0,0,1
821,Braxton Family Values,2011,16+,5.9,,1,0,0,0,1
822,Comedy Bang! Bang!,2012,16+,7.5,,1,0,0,0,1
823,Free Rein,2017,all,7.3,,1,0,0,0,1
824,Masha and the Bear,2009,all,7.6,,1,0,0,0,1
825,Dramaworld,2016,,7.5,,1,0,0,0,1
826,Argos Comunicación,2017,18+,7.2,,1,0,0,0,1
827,Most Beautiful Thing,2019,,7.9,,1,0,0,0,1
828,Special Agent Oso,2009,all,5.1,,1,0,0,0,1
829,Street Food,2019,all,8.2,,1,0,0,0,1
830,Paquita Salas,2016,,8,,1,0,0,0,1
831,All Hail King Julien,2014,7+,7.2,,1,0,0,0,1
832,"Acero, Woman of Steel",2014,16+,7.2,,1,1,0,0,1
833,Untold Stories of the ER,2004,16+,7.5,,1,0,0,0,1
834,Valor,2017,16+,5.9,22%,1,0,0,0,1
835,Iris,2009,,7.9,,1,0,0,0,1
836,Stay Here,2018,7+,7.6,,1,0,0,0,1
837,Monty Python: Almost the Truth (The Lawyer's Cut),2009,7+,8.1,,1,0,0,0,1
838,Girlfriends' Guide to Divorce,2014,16+,6.9,,1,0,0,0,1
839,The Eighties,2016,,8.3,,1,0,0,0,1
840,The I-Land,2019,18+,4.5,8%,1,0,0,0,1
841,Sirius the Jaeger,2018,,6.8,,1,0,0,0,1
842,Jack Taylor,2010,18+,7.6,,1,0,0,0,1
843,W1A,2014,,7.8,,1,0,0,0,1
844,The Disappearance of Madeleine McCann,2019,16+,6.6,,1,0,0,0,1
845,Extracurricular,2020,18+,6.1,,1,0,0,0,1
846,PJ Masks,2015,all,5.6,,1,0,0,1,1
847,The K2,2016,16+,7.8,,1,0,0,0,1
848,Christiane Amanpour: Sex & Love Around the World,2018,18+,7.4,,1,0,0,0,1
849,Neo Yokio,2017,18+,5.8,77%,1,0,0,0,1
850,Ultraviolet,2017,18+,7,,1,1,0,0,1
851,The Bride of the Water God,2017,,6.8,,1,0,0,0,1
852,The Boulet Brothers' Dragula,2016,18+,7.7,,1,0,0,0,1
853,Cathedral of the Sea,2018,16+,7.5,,1,0,0,0,1
854,Nine: Nine Time Travels,2013,,8.2,,1,0,0,0,1
855,The Inmate,2018,,7.1,,1,0,0,0,1
856,The Circle Brazil,2020,,6.9,,1,0,0,0,1
857,The Cartel,2008,16+,8.2,,1,0,0,0,1
858,Mr. Young,2011,all,6.1,,1,0,0,0,1
859,Chef's Table: France,2016,16+,8.3,,1,0,0,0,1
860,Monarca,2019,18+,8,,1,0,0,0,1
861,Medal of Honor,2018,16+,8.4,,1,0,0,0,1
862,Little Witch Academia (TV),2017,16+,7.9,,1,0,0,0,1
863,Once Upon a Time in Lingjian Mountain,2019,all,7.7,,1,0,0,0,1
864,Trotsky,2017,,7.1,,1,0,0,0,1
865,When the Camellia Blooms,2019,,8,,1,0,0,0,1
866,Cedar Cove,2013,7+,6.8,,1,0,0,0,1
867,Brews Brothers,2020,18+,4.8,38%,1,0,0,0,1
868,Criminal: France,2019,7+,7.2,,1,0,0,0,1
869,Kath & Kim,2002,7+,8.2,,1,0,0,0,1
870,Danger Mouse,1981,7+,7.4,,1,0,0,0,1
871,Find Yourself,2020,,,,1,0,0,0,1
872,James Acaster: Repertoire,2018,18+,8.4,,1,0,0,0,1
